"actor","actorid","films","quality_class","is_active","current_year"
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2008
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)"",""(\""The Klansman\"",1346,5.2,tt0071721)"",""(\""The Voyage\"",499,6,tt0072364)""}","bad",False,1975
"Marlene Dietrich","nm0000017","{""(\""Just a Gigolo\"",763,5.7,tt0079867)""}","bad",False,2007
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2009
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2010
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2011
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2012
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2013
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2014
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2015
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)"",""(\""The Klansman\"",1346,5.2,tt0071721)"",""(\""The Voyage\"",499,6,tt0072364)""}","bad",False,1976
"Marlene Dietrich","nm0000017","{""(\""Just a Gigolo\"",763,5.7,tt0079867)""}","bad",False,2008
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2016
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2017
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2018
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2019
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2020
"Marlon Brando","nm0000008","{""(\""The Nightcomers\"",2273,5.9,tt0069007)"",""(\""Last Tango in Paris\"",50379,7,tt0070849)"",""(\""The Godfather\"",1642278,9.2,tt0068646)"",""(\""The Missouri Breaks\"",9796,6.6,tt0074906)"",""(Superman,160617,7.3,tt0078346)"",""(\""Apocalypse Now\"",612975,8.4,tt0078788)"",""(\""The Formula\"",2381,5.6,tt0080754)"",""(\""A Dry White Season\"",5158,7,tt0097243)"",""(\""The Freshman\"",18918,6.4,tt0099615)"",""(\""Christopher Columbus: The Discovery\"",2785,4.5,tt0103962)"",""(\""Don Juan DeMarco\"",48537,6.7,tt0112883)"",""(\""The Island of Dr. Moreau\"",31308,4.6,tt0116654)"",""(\""The Brave\"",9458,6.3,tt0118768)"",""(\""Free Money\"",2786,5.1,tt0120678)"",""(\""The Score\"",122320,6.8,tt0227445)""}","average",False,2021
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)""}","average",True,1971
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)""}","bad",True,1972
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)""}","average",True,1973
"James Cagney","nm0000010","{""(Ragtime,8854,7.3,tt0082970)""}","good",False,2010
"James Cagney","nm0000010","{""(Ragtime,8854,7.3,tt0082970)""}","good",False,2011
"James Cagney","nm0000010","{""(Ragtime,8854,7.3,tt0082970)""}","good",False,2012
"James Cagney","nm0000010","{""(Ragtime,8854,7.3,tt0082970)""}","good",False,2013
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)"",""(\""The Klansman\"",1346,5.2,tt0071721)"",""(\""The Voyage\"",499,6,tt0072364)"",""(Equus,7532,7.2,tt0075995)"",""(\""Exorcist II: The Heretic\"",22215,3.8,tt0076009)""}","bad",True,1977
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)"",""(\""The Klansman\"",1346,5.2,tt0071721)"",""(\""The Voyage\"",499,6,tt0072364)"",""(Equus,7532,7.2,tt0075995)"",""(\""Exorcist II: The Heretic\"",22215,3.8,tt0076009)"",""(Absolution,1345,6.5,tt0081975)"",""(\""The Medusa Touch\"",5937,7,tt0077921)"",""(\""California Suite\"",6730,6.2,tt0077289)"",""(\""The Wild Geese\"",11722,6.8,tt0078492)""}","average",True,1978
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)"",""(\""The Klansman\"",1346,5.2,tt0071721)"",""(\""The Voyage\"",499,6,tt0072364)"",""(Equus,7532,7.2,tt0075995)"",""(\""Exorcist II: The Heretic\"",22215,3.8,tt0076009)"",""(Absolution,1345,6.5,tt0081975)"",""(\""The Medusa Touch\"",5937,7,tt0077921)"",""(\""California Suite\"",6730,6.2,tt0077289)"",""(\""The Wild Geese\"",11722,6.8,tt0078492)"",""(Breakthrough,1083,5.1,tt0078320)""}","bad",True,1979
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)"",""(\""The Klansman\"",1346,5.2,tt0071721)"",""(\""The Voyage\"",499,6,tt0072364)"",""(Equus,7532,7.2,tt0075995)"",""(\""Exorcist II: The Heretic\"",22215,3.8,tt0076009)"",""(Absolution,1345,6.5,tt0081975)"",""(\""The Medusa Touch\"",5937,7,tt0077921)"",""(\""California Suite\"",6730,6.2,tt0077289)"",""(\""The Wild Geese\"",11722,6.8,tt0078492)"",""(Breakthrough,1083,5.1,tt0078320)"",""(\""Circle of Two\"",521,5.8,tt0080536)""}","bad",True,1980
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)"",""(\""The Klansman\"",1346,5.2,tt0071721)"",""(\""The Voyage\"",499,6,tt0072364)"",""(Equus,7532,7.2,tt0075995)"",""(\""Exorcist II: The Heretic\"",22215,3.8,tt0076009)"",""(Absolution,1345,6.5,tt0081975)"",""(\""The Medusa Touch\"",5937,7,tt0077921)"",""(\""California Suite\"",6730,6.2,tt0077289)"",""(\""The Wild Geese\"",11722,6.8,tt0078492)"",""(Breakthrough,1083,5.1,tt0078320)"",""(\""Circle of Two\"",521,5.8,tt0080536)"",""(Lovespell,157,5.4,tt0079492)""}","bad",True,1981
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)"",""(\""The Klansman\"",1346,5.2,tt0071721)"",""(\""The Voyage\"",499,6,tt0072364)"",""(Equus,7532,7.2,tt0075995)"",""(\""Exorcist II: The Heretic\"",22215,3.8,tt0076009)"",""(Absolution,1345,6.5,tt0081975)"",""(\""The Medusa Touch\"",5937,7,tt0077921)"",""(\""California Suite\"",6730,6.2,tt0077289)"",""(\""The Wild Geese\"",11722,6.8,tt0078492)"",""(Breakthrough,1083,5.1,tt0078320)"",""(\""Circle of Two\"",521,5.8,tt0080536)"",""(Lovespell,157,5.4,tt0079492)""}","bad",False,1982
"James Cagney","nm0000010","{""(Ragtime,8854,7.3,tt0082970)""}","good",False,2014
"James Cagney","nm0000010","{""(Ragtime,8854,7.3,tt0082970)""}","good",False,2015
"James Cagney","nm0000010","{""(Ragtime,8854,7.3,tt0082970)""}","good",False,2016
"James Cagney","nm0000010","{""(Ragtime,8854,7.3,tt0082970)""}","good",False,2017
"James Cagney","nm0000010","{""(Ragtime,8854,7.3,tt0082970)""}","good",False,2018
"James Cagney","nm0000010","{""(Ragtime,8854,7.3,tt0082970)""}","good",False,2019
"James Cagney","nm0000010","{""(Ragtime,8854,7.3,tt0082970)""}","good",False,2020
"James Cagney","nm0000010","{""(Ragtime,8854,7.3,tt0082970)""}","good",False,2021
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)"",""(\""The Klansman\"",1346,5.2,tt0071721)"",""(\""The Voyage\"",499,6,tt0072364)"",""(Equus,7532,7.2,tt0075995)"",""(\""Exorcist II: The Heretic\"",22215,3.8,tt0076009)"",""(Absolution,1345,6.5,tt0081975)"",""(\""The Medusa Touch\"",5937,7,tt0077921)"",""(\""California Suite\"",6730,6.2,tt0077289)"",""(\""The Wild Geese\"",11722,6.8,tt0078492)"",""(Breakthrough,1083,5.1,tt0078320)"",""(\""Circle of Two\"",521,5.8,tt0080536)"",""(Lovespell,157,5.4,tt0079492)""}","bad",False,1983
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)"",""(\""The Klansman\"",1346,5.2,tt0071721)"",""(\""The Voyage\"",499,6,tt0072364)"",""(Equus,7532,7.2,tt0075995)"",""(\""Exorcist II: The Heretic\"",22215,3.8,tt0076009)"",""(Absolution,1345,6.5,tt0081975)"",""(\""The Medusa Touch\"",5937,7,tt0077921)"",""(\""California Suite\"",6730,6.2,tt0077289)"",""(\""The Wild Geese\"",11722,6.8,tt0078492)"",""(Breakthrough,1083,5.1,tt0078320)"",""(\""Circle of Two\"",521,5.8,tt0080536)"",""(Lovespell,157,5.4,tt0079492)"",""(1984,67222,7.1,tt0087803)""}","good",True,1984
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)"",""(\""The Klansman\"",1346,5.2,tt0071721)"",""(\""The Voyage\"",499,6,tt0072364)"",""(Equus,7532,7.2,tt0075995)"",""(\""Exorcist II: The Heretic\"",22215,3.8,tt0076009)"",""(Absolution,1345,6.5,tt0081975)"",""(\""The Medusa Touch\"",5937,7,tt0077921)"",""(\""California Suite\"",6730,6.2,tt0077289)"",""(\""The Wild Geese\"",11722,6.8,tt0078492)"",""(Breakthrough,1083,5.1,tt0078320)"",""(\""Circle of Two\"",521,5.8,tt0080536)"",""(Lovespell,157,5.4,tt0079492)"",""(1984,67222,7.1,tt0087803)""}","good",False,1985
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)"",""(\""The Klansman\"",1346,5.2,tt0071721)"",""(\""The Voyage\"",499,6,tt0072364)"",""(Equus,7532,7.2,tt0075995)"",""(\""Exorcist II: The Heretic\"",22215,3.8,tt0076009)"",""(Absolution,1345,6.5,tt0081975)"",""(\""The Medusa Touch\"",5937,7,tt0077921)"",""(\""California Suite\"",6730,6.2,tt0077289)"",""(\""The Wild Geese\"",11722,6.8,tt0078492)"",""(Breakthrough,1083,5.1,tt0078320)"",""(\""Circle of Two\"",521,5.8,tt0080536)"",""(Lovespell,157,5.4,tt0079492)"",""(1984,67222,7.1,tt0087803)""}","good",False,1986
"Richard Burton","nm0000009","{""(\""Raid on Rommel\"",2083,5.6,tt0067650)"",""(\""Under Milk Wood\"",690,6,tt0070854)"",""(Villain,1401,6.6,tt0067952)"",""(\""Hammersmith Is Out\"",331,5.9,tt0068674)"",""(Bluebeard,1175,5.7,tt0068294)"",""(\""The Assassination of Trotsky\"",1625,5.8,tt0068226)"",""(\""Massacre in Rome\"",1113,6.5,tt0070592)"",""(\""The Battle of Sutjeska\"",1468,6.9,tt0070758)"",""(\""The Klansman\"",1346,5.2,tt0071721)"",""(\""The Voyage\"",499,6,tt0072364)"",""(Equus,7532,7.2,tt0075995)"",""(\""Exorcist II: The Heretic\"",22215,3.8,tt0076009)"",""(Absolution,1345,6.5,tt0081975)"",""(\""The Medusa Touch\"",5937,7,tt0077921)"",""(\""California Suite\"",6730,6.2,tt0077289)"",""(\""The Wild Geese\"",11722,6.8,tt0078492)"",""(Breakthrough,1083,5.1,tt0078320)"",""(\""Circle of Two\"",521,5.8,tt0080536)"",""(Lovespell,157,5.4,tt0079492)"",""(1984,67222,7.1,tt0087803)""}","good",False,1987
